Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
500,Kaio Pantaleão,br BRA,DF,Botafogo (RJ),30-043,1995,10.4,10,8,4,5,1,3,9,33.3,6,8,3,5,15,25,56,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
501,Alan Patrick,br BRA,"MF,FW",Internacional,34-161,1991,19.4,18,12,3,11,4,16,31,51.6,15,13,2,11,3,21,10,1,Matches
502,Patryck,br BRA,DF,São Paulo,22-276,2003,2.9,2,2,0,1,1,2,4,50.0,2,2,0,2,2,4,4,0,Matches
503,Patrick de Paula,br BRA,MF,Botafogo (RJ),26-043,1999,3.2,6,3,1,4,1,3,8,37.5,5,3,3,0,3,9,2,0,Matches
504,Paulinho,br BRA,"MF,FW",Vasco da Gama,28-286,1997,2.4,6,3,3,3,0,3,9,33.3,6,7,1,6,2,8,3,1,Matches
505,Paulinho,br BRA,"MF,FW",Palmeiras,25-098,2000,2.5,1,1,1,0,0,0,1,0.0,1,3,1,2,0,1,0,0,Matches
506,Caio Paulista,br BRA,"DF,MF",Atlético Mineiro,27-163,1998,7.7,15,7,9,3,3,9,11,81.8,2,9,3,6,8,23,19,0,Matches
507,Marcos Paulo,br BRA,DF,Juventude,22-276,2003,10.2,13,11,7,4,2,10,12,83.3,2,17,12,5,6,19,66,1,Matches
508,Cristian Pavón,ar ARG,"FW,MF",Grêmio,29-273,1996,11.3,18,13,13,2,3,13,29,44.8,16,13,3,10,14,32,20,2,Matches
509,Dimitri Payet,fr FRA,MF,Vasco da Gama,38-206,1987,2.1,3,3,0,2,1,1,3,33.3,2,0,0,0,2,5,0,0,Matches
510,Pedro,br BRA,FW,Flamengo,28-123,1997,11.6,9,6,3,3,3,4,10,40.0,6,9,1,8,6,15,7,0,Matches
511,João Pedro Chermont,br BRA,DF,Santos,19-276,2006,2.8,10,8,5,5,0,7,7,100.0,0,1,0,1,3,13,12,0,Matches
512,João Pedro,br BRA,DF,Corinthians,21-294,2003,6.8,14,7,11,3,0,8,11,72.7,3,14,11,3,6,20,34,0,Matches
513,João Pedro,br BRA,DF,Grêmio,28-340,1996,5.0,8,6,3,4,1,4,5,80.0,1,4,2,2,1,9,15,0,Matches
514,João Pedro Pepê,br BRA,MF,Vitória,27-288,1998,6.8,22,14,6,12,4,11,15,73.3,4,8,3,5,9,31,11,0,Matches
515,Peixoto,br BRA,"MF,DF",Juventude,28-113,1997,2.5,6,5,2,4,0,2,4,50.0,2,5,1,4,0,6,5,1,Matches
516,Andreas Pereira,br BRA,"MF,FW",Palmeiras,29-293,1996,5.9,5,2,1,3,1,2,8,25.0,6,3,1,2,2,7,2,0,Matches
517,Léo Pereira,br BRA,DF,Flamengo,29-263,1996,24.0,20,12,15,4,1,12,25,48.0,13,25,14,11,18,38,95,1,Matches
518,Matheus Pereira,br BRA,"MF,FW",Cruzeiro,29-169,1996,24.1,32,26,9,18,5,15,38,39.5,23,14,2,12,10,42,7,0,Matches
519,Luan Peres Petroni,br BRA,DF,Santos,31-094,1994,19.0,22,13,15,6,1,7,12,58.3,5,23,17,6,15,37,117,1,Matches
520,Pernambuco,br BRA,"FW,MF",Juventude,27-176,1998,0.6,3,2,1,1,1,0,1,0.0,1,2,1,1,0,3,0,0,Matches
521,Petterson,br BRA,MF,Juventude,21-290,2004,0.9,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,1,0,Matches
522,Pierre,br BRA,MF,Fortaleza,23-223,2002,1.1,1,1,0,1,0,0,2,0.0,2,4,0,4,1,2,3,1,Matches
523,Yago Pikachu,br BRA,"FW,MF",Fortaleza,33-138,1992,13.7,15,6,7,5,3,9,12,75.0,3,7,2,5,2,17,14,0,Matches
524,Joaquín Piquerez,uy URU,DF,Palmeiras,27-058,1998,23.8,44,24,14,22,8,28,48,58.3,20,24,6,18,21,65,44,2,Matches
525,Rafael Pires,br BRA,GK,São Paulo,36-120,1989,27.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,12,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
526,Lucas Piton,br BRA,DF,Vasco da Gama,25-012,2000,21.3,21,18,8,11,2,11,20,55.0,9,7,0,7,23,44,61,0,Matches
527,Isidro Pitta,py PAR,FW,RB Bragantino,26-068,1999,7.7,0,0,0,0,0,0,2,0.0,2,4,1,3,0,0,7,0,Matches
528,Diego Pituca,br BRA,MF,Santos,33-067,1992,4.4,8,4,5,3,0,3,9,33.3,6,6,3,3,3,11,7,0,Matches
529,Gonzalo Plata,ec ECU,"FW,MF",Flamengo,24-354,2000,11.8,21,17,12,4,5,6,17,35.3,11,11,0,11,2,23,7,0,Matches
530,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,29-262,1996,10.6,27,18,10,11,6,13,30,43.3,17,16,1,15,11,38,11,0,Matches
531,Mateo Ponte,uy URU,DF,Botafogo (RJ),22-150,2003,5.9,10,7,3,5,2,2,8,25.0,6,3,0,3,8,18,10,0,Matches
532,Gustavo Prado,br BRA,"MF,FW",Internacional,20-137,2005,4.8,8,5,1,6,1,1,8,12.5,7,9,1,8,0,8,3,0,Matches
533,Kauã Prates,br BRA,DF,Cruzeiro,17-070,2008,2.6,11,7,6,3,2,7,10,70.0,3,2,2,0,0,11,18,0,Matches
534,Bruno Praxedes,br BRA,"MF,FW",RB Bragantino,23-255,2002,3.6,4,3,0,3,1,2,6,33.3,4,7,1,6,3,7,1,0,Matches
535,Lucca Prior,br BRA,"MF,FW",Fortaleza,21-251,2004,7.3,11,6,7,3,1,4,13,30.8,9,9,2,7,3,14,6,0,Matches
536,Erick Pulga,br BRA,"FW,MF",Bahia,25-019,2000,12.4,26,16,12,9,5,3,14,21.4,11,5,0,5,14,40,16,0,Matches
537,Erick Pulgar,cl CHI,MF,Flamengo,31-279,1994,8.2,13,10,2,7,4,6,13,46.2,7,4,3,1,16,29,13,1,Matches
538,Du Queiroz,br BRA,MF,Sport Recife,25-275,2000,6.8,8,6,1,3,4,2,7,28.6,5,11,1,10,5,13,4,0,Matches
539,Igor Rabello,br BRA,DF,Atlético Mineiro,30-176,1995,2.1,3,2,3,0,0,3,4,75.0,1,5,2,3,2,5,14,0,Matches
540,Igor Rabello,br BRA,DF,Fluminense,30-176,1995,1.5,2,1,2,0,0,2,2,100.0,0,1,0,1,2,4,4,0,Matches
541,Zé Rafael,br BRA,MF,Santos,32-127,1993,15.0,50,33,19,25,6,20,32,62.5,12,19,5,14,8,58,19,0,Matches
542,André Ramalho,br BRA,DF,Corinthians,33-247,1992,17.9,25,12,15,10,0,16,22,72.7,6,17,12,5,15,40,85,1,Matches
543,Eric Ramires,br BRA,MF,RB Bragantino,25-072,2000,19.2,30,18,18,9,3,15,34,44.1,19,16,5,11,13,43,30,1,Matches
544,Ramon,br BRA,DF,Vitória,24-222,2001,10.0,20,14,11,7,2,13,24,54.2,11,18,5,13,12,32,39,0,Matches
545,Ramon,br BRA,DF,Internacional,24-222,2001,3.7,5,4,0,5,0,2,3,66.7,1,5,2,3,5,10,11,1,Matches
546,Lucas Ramon,br BRA,DF,Mirassol,31-228,1994,22.4,53,37,28,18,7,26,60,43.3,34,21,6,15,42,95,108,1,Matches
547,Chris Ramos,es ESP,FW,Botafogo (RJ),28-278,1997,5.3,7,5,1,5,1,0,3,0.0,3,1,0,1,2,9,6,0,Matches
548,Santi Ramos Mingo,ar ARG,DF,Bahia,23-334,2001,24.6,23,15,13,9,1,13,19,68.4,6,36,26,10,19,42,119,2,Matches
549,Rafael Ramos,pt POR,DF,Ceará,30-285,1995,6.8,27,16,18,7,2,19,26,73.1,7,11,4,7,8,35,30,0,Matches
550,Raniele,br BRA,"MF,DF",Corinthians,28-294,1996,18.9,43,32,16,21,6,18,31,58.1,13,28,14,14,26,69,50,5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
551,Wellington Rato,br BRA,"FW,MF",Vitória,33-115,1992,2.4,1,1,0,1,0,1,2,50.0,1,4,0,4,1,2,1,0,Matches
552,Pedro Raul,br BRA,FW,Ceará,28-350,1996,24.9,11,5,1,10,0,3,8,37.5,5,11,3,8,4,15,22,0,Matches
553,Raykkonen,br BRA,FW,Internacional,17-100,2008,1.1,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0,Matches
554,Reginaldo,br BRA,DF,Juventude,32-241,1993,12.2,10,7,5,5,0,4,8,50.0,4,9,4,5,10,20,38,0,Matches
555,Reinaldo,br BRA,DF,Mirassol,36-023,1989,27.0,38,28,17,13,8,19,41,46.3,22,23,3,20,14,52,96,2,Matches
556,Reinier,br BRA,"MF,FW",Atlético Mineiro,23-275,2002,3.1,9,3,4,4,1,4,6,66.7,2,3,0,3,1,10,2,0,Matches
557,Robert Renan,br BRA,DF,Vasco da Gama,22-010,2003,6.4,5,4,3,2,0,3,4,75.0,1,7,6,1,12,17,36,0,Matches
558,Cristian Renato,br BRA,FW,Mirassol,25-245,2000,12.5,8,4,1,6,1,2,7,28.6,5,9,3,6,3,11,8,1,Matches
559,Renê,br BRA,DF,Fluminense,33-037,1992,17.7,38,25,27,9,2,17,33,51.5,16,24,4,20,25,63,57,1,Matches
560,Rezende,br BRA,"MF,DF",Bahia,30-292,1995,6.0,11,7,6,4,1,5,9,55.6,4,2,0,2,7,18,22,1,Matches
561,Murilo Rhikman,br BRA,MF,Cruzeiro,19-222,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
562,Everton Ribeiro,br BRA,MF,Bahia,36-194,1989,17.7,36,15,15,16,5,13,40,32.5,27,11,2,9,10,46,15,0,Matches
563,Ricardo,br BRA,MF,Vitória,31-236,1994,9.4,16,10,7,5,4,8,12,66.7,4,16,10,6,9,25,20,1,Matches
564,João Ricardo Riedi,br BRA,GK,Fortaleza,37-045,1988,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,Matches
565,Richard,br BRA,MF,Internacional,31-245,1994,2.7,3,2,1,2,0,1,2,50.0,1,5,1,4,5,8,5,0,Matches
566,Richardson,br BRA,MF,Ceará,34-065,1991,7.2,13,8,6,7,0,6,13,46.2,7,7,5,2,4,17,8,0,Matches
567,Charles Rigon Matos,br BRA,"MF,DF",Corinthians,29-124,1996,4.9,17,11,9,6,2,7,14,50.0,7,3,1,2,4,21,15,0,Matches
568,Emiliano Rigoni,ar ARG,FW,São Paulo,32-259,1993,1.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
569,Tomás Rincón,ve VEN,MF,Santos,37-281,1988,10.1,20,11,6,13,1,7,17,41.2,10,12,5,7,12,32,15,2,Matches
570,Richard Ríos,co COL,MF,Palmeiras,25-141,2000,8.1,14,7,6,5,3,7,19,36.8,12,17,2,15,8,22,6,0,Matches
571,Riquelme,br BRA,"MF,FW",Fluminense,18-222,2007,0.9,7,4,1,3,3,5,7,71.4,2,2,1,1,1,8,0,0,Matches
572,Christian Rivera,co COL,MF,Sport Recife,29-280,1996,22.8,62,40,23,36,3,27,55,49.1,28,18,3,15,21,83,27,6,Matches
573,Pablo Roberto,br BRA,MF,Fortaleza,25-341,1999,0.8,3,2,1,2,0,1,3,33.3,2,0,0,0,0,3,0,0,Matches
574,Paulo Roberto,br BRA,DF,Vitória,19-342,2005,0.6,3,2,3,0,0,1,3,33.3,2,0,0,0,1,4,4,0,Matches
575,Marcos Rocha,br BRA,DF,Palmeiras,36-314,1988,1.0,0,0,0,0,0,0,3,0.0,3,1,0,1,2,2,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
576,Marcos Rocha,br BRA,DF,Grêmio,36-314,1988,6.0,23,20,15,3,5,11,17,64.7,6,11,5,6,10,33,22,0,Matches
577,Sergio Rochet,uy URU,GK,Internacional,32-212,1993,10.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
578,Rodrigo,br BRA,MF,São Paulo,21-219,2004,8.0,15,10,2,9,4,6,17,35.3,11,10,2,8,4,19,6,0,Matches
579,Ruben Rodrigues,pt POR,MF,Vitória,29-080,1996,0.3,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,1,0,Matches
580,Alan Rodríguez,uy URU,MF,Internacional,25-269,2000,6.2,17,9,4,8,5,7,12,58.3,5,7,3,4,7,24,4,0,Matches
581,Guzmán Rodríguez,uy URU,DF,RB Bragantino,25-255,2000,22.8,22,15,15,7,0,15,25,60.0,10,32,23,9,13,35,135,0,Matches
582,Luciano Rodríguez,uy URU,FW,Bahia,22-097,2003,8.8,7,5,5,2,0,0,4,0.0,4,6,1,5,1,8,8,1,Matches
583,Santiago Rodríguez,uy URU,"FW,MF",Botafogo (RJ),25-286,2000,10.8,22,17,9,12,1,10,26,38.5,16,14,1,13,12,34,8,0,Matches
584,Rodriguinho,br BRA,FW,Cruzeiro,22-138,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
585,Rodriguinho,br BRA,"FW,MF",Ceará,22-138,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
586,Agustín Rogel,uy URU,DF,Internacional,28-004,1997,5.0,9,6,6,3,0,5,9,55.6,4,5,4,1,1,10,27,0,Matches
587,Benjamín Rollheiser,ar ARG,"MF,FW",Santos,25-211,2000,21.0,19,13,6,9,4,8,30,26.7,22,15,0,15,3,22,9,0,Matches
588,Iván Román,cl CHI,DF,Atlético Mineiro,19-101,2006,5.6,8,6,4,3,1,6,14,42.9,8,3,1,2,8,16,27,0,Matches
589,Romarinho,br BRA,"MF,FW",Vitória,34-313,1990,1.4,1,0,0,0,1,0,1,0.0,1,1,0,1,1,2,1,0,Matches
590,Romarinho,br BRA,"FW,MF",Sport Recife,31-234,1994,5.3,3,2,1,2,0,2,3,66.7,1,3,0,3,2,5,2,1,Matches
591,Ángel Romero,py PAR,"FW,MF",Corinthians,33-109,1992,10.7,18,11,6,10,2,8,16,50.0,8,5,0,5,7,25,7,0,Matches
592,Lucas Romero,ar ARG,MF,Cruzeiro,31-186,1994,24.5,51,27,22,25,4,25,47,53.2,22,28,8,20,28,79,33,1,Matches
593,Óscar Romero,py PAR,"MF,FW",Internacional,33-109,1992,5.4,13,8,2,8,3,6,8,75.0,2,1,1,0,4,17,4,0,Matches
594,Romulo,br BRA,"MF,FW",Ceará,24-014,2001,1.5,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,3,0,Matches
595,Rômulo,br BRA,"DF,MF",Atlético Mineiro,21-263,2004,2.3,5,4,4,1,0,1,2,50.0,1,1,1,0,6,11,14,1,Matches
596,Ronald,br BRA,MF,Vitória,28-125,1997,18.3,37,26,15,15,7,19,34,55.9,15,18,5,13,12,49,10,0,Matches
597,Ronald,br BRA,"DF,MF",Grêmio,22-252,2003,2.6,7,5,4,3,0,6,13,46.2,7,5,1,4,1,8,11,0,Matches
598,Ronaldo,br BRA,GK,Bahia,29-060,1996,17.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,2,Matches
599,Ronaldo,br BRA,MF,Internacional,28-363,1996,8.4,31,24,14,15,2,14,22,63.6,8,10,2,8,14,45,15,1,Matches
600,Budiga Roni,br BRA,MF,Mirassol,26-189,1999,1.4,3,1,1,2,0,1,2,50.0,1,1,1,0,4,7,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
601,Rony,br BRA,"FW,MF",Atlético Mineiro,30-163,1995,21.7,21,13,4,8,9,5,12,41.7,7,17,4,13,11,32,16,0,Matches
602,Vitor Roque,br BRA,FW,Palmeiras,20-235,2005,18.4,11,10,2,3,6,2,7,28.6,5,14,1,13,4,15,4,0,Matches
603,Diego Rosa,br BRA,"MF,DF",Internacional,23-009,2002,2.2,7,3,2,3,2,3,7,42.9,4,1,0,1,3,10,4,0,Matches
604,Matheus Rossetto,br BRA,MF,Fortaleza,29-140,1996,8.8,12,5,4,7,1,7,12,58.3,5,9,4,5,0,12,16,0,Matches
605,Agustín Rossi,ar ARG,GK,Flamengo,30-061,1995,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,4,Matches
606,Ruan,br BRA,DF,Atlético Mineiro,26-136,1999,2.8,3,3,2,1,0,0,5,0.0,5,6,6,0,4,7,15,0,Matches
607,Ruan,br BRA,DF,São Paulo,26-136,1999,4.0,4,4,4,0,0,3,3,100.0,0,6,5,1,7,11,41,1,Matches
608,Rubens,br BRA,"MF,DF",Atlético Mineiro,24-122,2001,11.5,38,30,17,16,5,13,20,65.0,7,19,6,13,29,67,41,1,Matches
609,Alan Ruschel,br BRA,DF,Juventude,36-059,1989,11.6,23,7,12,11,0,11,19,57.9,8,8,4,4,13,36,22,0,Matches
610,Rwan,br BRA,FW,Botafogo (RJ),24-154,2001,2.0,4,2,1,2,1,1,2,50.0,1,2,0,2,1,5,0,0,Matches
611,José Sabino,br BRA,DF,São Paulo,28-361,1996,17.5,22,15,17,4,1,10,17,58.8,7,14,12,2,39,61,116,1,Matches
612,Rodrigo Sam,br BRA,DF,Juventude,30-089,1995,8.2,16,11,13,3,0,7,12,58.3,5,2,2,0,10,26,60,0,Matches
613,Mateo Sanabria,ar ARG,"FW,MF",Bahia,21-204,2004,5.5,4,3,2,1,1,2,9,22.2,7,5,0,5,1,5,3,0,Matches
614,Alex Sandro,br BRA,DF,Flamengo,34-268,1991,14.2,12,6,3,6,3,3,7,42.9,4,16,7,9,17,29,46,1,Matches
615,Agustín Sant'Anna,uy URU,DF,RB Bragantino,28-024,1997,4.1,11,7,4,4,3,7,15,46.7,8,7,3,4,9,20,16,1,Matches
616,Alex Santana,br BRA,MF,Corinthians,30-161,1995,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
617,Alex Santana,br BRA,MF,Grêmio,30-161,1995,4.3,4,3,2,2,0,3,6,50.0,3,2,1,1,5,9,8,0,Matches
618,Ademir Santos,br BRA,FW,Bahia,30-247,1995,14.1,27,18,8,8,11,14,37,37.8,23,13,0,13,3,30,10,0,Matches
619,Eduardo Santos,br BRA,DF,RB Bragantino,27-327,1997,3.3,7,5,5,2,0,2,2,100.0,0,9,6,3,6,13,23,0,Matches
620,Júnior Santos,br BRA,"FW,MF",Atlético Mineiro,31-010,1994,4.0,5,4,2,2,1,2,4,50.0,2,2,0,2,0,5,3,1,Matches
621,Rodrigo Santos,br BRA,MF,Fortaleza,25-033,2000,2.2,7,5,5,1,1,3,6,50.0,3,3,0,3,1,8,7,0,Matches
622,Renzo Saravia,ar ARG,DF,Atlético Mineiro,32-127,1993,5.1,16,13,8,6,2,6,13,46.2,7,4,0,4,5,21,21,1,Matches
623,Eduardo Sasha,br BRA,"FW,MF",RB Bragantino,33-239,1992,18.3,13,8,0,7,6,4,11,36.4,7,6,1,5,4,17,19,0,Matches
624,Lucas Sasha,br BRA,MF,Fortaleza,35-234,1990,20.5,80,50,41,37,2,35,74,47.3,39,29,3,26,44,124,34,0,Matches
625,Jefferson Savarino,ve VEN,MF,Botafogo (RJ),28-344,1996,17.4,7,4,3,3,1,1,5,20.0,4,3,0,3,2,9,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
626,Gustavo Scarpa,br BRA,"MF,FW",Atlético Mineiro,31-289,1994,22.0,13,9,3,6,4,8,19,42.1,11,17,4,13,11,24,23,2,Matches
627,João Schmidt,br BRA,MF,Santos,32-155,1993,16.4,33,17,9,19,5,13,30,43.3,17,28,8,20,19,52,46,0,Matches
628,Davi Schuindt,br BRA,DF,Fluminense,21-178,2004,2.0,2,2,2,0,0,0,0,,0,3,2,1,2,4,13,0,Matches
629,Cleiton Schwengber,br BRA,GK,RB Bragantino,28-063,1997,25.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,Matches
630,Kevin Serna,co COL,"FW,MF",Fluminense,27-308,1997,14.9,26,19,8,16,2,14,26,53.8,12,10,1,9,7,33,9,0,Matches
631,Igor Serrote,br BRA,DF,Grêmio,20-234,2005,5.7,24,17,15,8,1,19,26,73.1,7,9,5,4,14,38,31,0,Matches
632,Juan Sforza,ar ARG,MF,Vasco da Gama,23-249,2002,0.8,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0,Matches
633,Juan Sforza,ar ARG,MF,Juventude,23-249,2002,2.5,8,3,2,3,3,4,6,66.7,2,3,2,1,2,10,2,0,Matches
634,Shaylon,br BRA,MF,Mirassol,28-177,1997,2.1,7,3,2,2,3,3,6,50.0,3,1,0,1,1,8,6,0,Matches
635,Aderlan Silva,br BRA,DF,Santos,35-064,1990,1.0,1,0,0,1,0,1,1,100.0,0,2,0,2,1,2,1,0,Matches
636,Aderlan Silva,br BRA,DF,Sport Recife,35-064,1990,6.2,12,7,5,5,2,7,16,43.8,9,10,5,5,9,21,16,0,Matches
637,André Silva,br BRA,FW,São Paulo,28-140,1997,15.1,12,5,2,4,6,1,4,25.0,3,12,3,9,10,22,15,0,Matches
638,João Silva,pt POR,DF,Sport Recife,26-280,1999,10.3,9,6,7,1,1,2,8,25.0,6,11,8,3,8,17,44,0,Matches
639,Luan Silva,br BRA,MF,São Paulo,26-221,1999,1.9,1,1,0,1,0,0,2,0.0,2,5,0,5,3,4,4,0,Matches
640,Lucas Silva,br BRA,MF,Cruzeiro,32-247,1993,24.0,44,26,16,22,6,22,40,55.0,18,15,4,11,10,54,32,0,Matches
641,Matheus Pereira da Silva,br BRA,MF,Fortaleza,27-238,1998,11.7,16,5,4,11,1,9,23,39.1,14,15,6,9,17,33,9,2,Matches
642,Patrick Silva,br BRA,MF,Atlético Mineiro,21-216,2004,2.5,5,2,4,0,1,3,5,60.0,2,0,0,0,6,11,5,0,Matches
643,Thiago Silva,br BRA,DF,Fluminense,41-029,1984,17.3,7,4,5,2,0,2,3,66.7,1,15,12,3,14,21,105,2,Matches
644,Vinicius Silvestre,br BRA,GK,Fortaleza,31-207,1994,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
645,Luis Sinisterra,co COL,FW,Cruzeiro,26-126,1999,0.8,1,1,1,0,0,1,1,100.0,0,3,0,3,0,1,1,0,Matches
646,Cédric Soares,pt POR,"DF,FW",São Paulo,34-051,1991,18.3,34,22,22,9,3,18,30,60.0,12,16,7,9,10,44,44,2,Matches
647,Everton Soares,br BRA,"FW,MF",Flamengo,29-213,1996,7.5,10,7,5,3,2,6,13,46.2,7,4,0,4,3,13,2,0,Matches
648,Tiquinho Soares,br BRA,FW,Santos,34-277,1991,12.6,10,8,0,7,3,4,7,57.1,3,5,0,5,2,12,10,0,Matches
649,Fernando Sobral,br BRA,MF,Ceará,30-308,1994,14.1,37,24,19,14,4,13,36,36.1,23,25,3,22,9,46,23,0,Matches
650,Ramón Sosa,py PAR,"FW,MF",Palmeiras,26-051,1999,4.9,5,1,2,2,1,3,9,33.3,6,1,0,1,1,6,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
651,Yeferson Soteldo,ve VEN,"FW,MF",Santos,28-113,1997,3.6,2,1,0,1,1,1,2,50.0,1,1,0,1,2,4,2,0,Matches
652,Yeferson Soteldo,ve VEN,"FW,MF",Fluminense,28-113,1997,3.9,2,1,1,0,1,1,5,20.0,4,1,0,1,0,2,2,0,Matches
653,Souza,br BRA,DF,Santos,19-127,2006,10.2,28,22,19,7,2,17,23,73.9,6,10,6,4,11,39,46,0,Matches
654,Fabiano Souza,br BRA,DF,Ceará,25-221,2000,23.4,31,25,10,18,3,18,26,69.2,8,22,4,18,23,54,82,1,Matches
655,Gabriel Souza,br BRA,"FW,MF",Vasco da Gama,20-289,2005,0.8,3,2,1,2,0,2,5,40.0,3,2,1,1,1,4,0,0,Matches
656,Hugo Souza,br BRA,GK,Corinthians,26-263,1999,23.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,3,Matches
657,Igor Vinícius de Souza,br BRA,DF,São Paulo,28-203,1997,1.8,2,1,0,2,0,0,1,0.0,1,1,0,1,1,3,0,0,Matches
658,Igor Vinícius de Souza,br BRA,DF,Santos,28-203,1997,6.8,24,17,17,7,0,15,20,75.0,5,9,1,8,8,32,16,0,Matches
659,Everaldo Stum,br BRA,FW,Fluminense,34-108,1991,9.1,6,3,0,5,1,3,5,60.0,2,1,0,1,0,6,7,0,Matches
660,Bruno Tabata,br BRA,"FW,MF",Internacional,28-205,1997,10.1,16,11,6,8,2,6,18,33.3,12,6,0,6,8,24,13,0,Matches
661,Gabriel Taliari,br BRA,FW,Juventude,28-191,1997,17.7,24,14,9,9,6,11,24,45.8,13,16,5,11,5,29,10,0,Matches
662,Gonzalo Tapia,cl CHI,FW,São Paulo,23-245,2002,6.2,3,3,0,1,2,0,4,0.0,4,1,0,1,5,8,6,0,Matches
663,Tchê Tchê,br BRA,MF,Vasco da Gama,33-052,1992,17.7,14,6,2,8,4,9,16,56.3,7,7,2,5,11,25,12,0,Matches
664,Alex Teixeira,br BRA,"MF,FW",Vasco da Gama,35-288,1990,1.3,3,1,1,2,0,0,1,0.0,1,2,1,1,0,3,4,1,Matches
665,Alex Telles,br BRA,DF,Botafogo (RJ),32-310,1992,13.8,12,10,6,6,0,6,13,46.2,7,8,4,4,14,26,30,0,Matches
666,Thaciano,br BRA,"FW,MF",Santos,30-162,1995,4.4,8,6,0,4,4,3,6,50.0,3,3,1,2,3,11,5,0,Matches
667,Thalys,br BRA,"MF,FW",Palmeiras,20-241,2005,1.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,Matches
668,Rafael Thyere,br BRA,DF,Sport Recife,32-157,1993,15.5,16,11,8,8,0,6,13,46.2,7,20,18,2,19,35,90,0,Matches
669,Tiago,br BRA,"FW,MF",Bahia,20-196,2005,6.0,9,7,3,3,3,1,3,33.3,2,4,1,3,0,9,9,0,Matches
670,Guilherme Tinga,br BRA,DF,Fortaleza,32-050,1993,8.2,12,5,10,2,0,9,18,50.0,9,11,7,4,9,21,40,0,Matches
671,Titi,br BRA,DF,Fortaleza,37-223,1988,3.0,4,1,2,2,0,2,4,50.0,2,2,2,0,10,14,11,0,Matches
